needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Милкшейк Груша Карамель,Милкшейк Груша Карамель,"Нежное сочетание сладкой груши и ароматной карамели, создающее кремовый и насыщенный напиток с уникальным фруктово-сладким вкусом.",Груша-Карамель милкшейкі,"Тәтті алмұрт пен хош иісті карамельдің нәзік үйлесімі, кремді және бай сусын жасайды, ерекше жеміс-тәтті дәмімен.",Pear Caramel milkshake,"A delicate combination of sweet pear and fragrant caramel, creating a creamy and rich drink with a unique fruity-sweet flavor."
Грейпфрутовый фреш,Грейпфрутовый фреш,Освежающий цитрусовый фреш с приятной кислинкой и лёгкой горчинкой.,Грейпфрут фреші,Дәмді қышқылдық пен жеңіл ащылығы бар сергітетін цитрустық фреш.,Grapefruit fresh,Refreshing citrus fresh with a pleasant tartness and light bitterness.
Милкшейк Гуанабана крим,Милкшейк Гуанабана крим,,Гуанабана-крем милкшейкі,,Guanabana Cream Milkshake,
Набеглави 500 мл,Набеглави 500 мл,Минеральная вода из природных источников Грузии.,Набеглави 500 мл,Грузияның табиғи көздерінен алынған минералды су.,Nabeglavi 500 ml,Mineral water from natural sources in Georgia.
Айс ти классический 900 мл,Айс ти классический 900 мл,Классический холодный чай с насыщенным вкусом и лёгкой прохладой.,Классикалық айс ти 900 мл,"Классикалық салқын шай, бай дәмі мен жеңіл салқындығы бар.",Classic iced tea 900 ml,Classic cold tea with a rich taste and a light chill.
Тассай с газом 500 мл,Тассай с газом 500 мл,Натуральная питьевая вода для утоления жажды.,Газды Тассай 500 мл,Шөлді қандыру үшін табиғи ауыз су.,Tassay sparkling 500 ml,Natural drinking water to quench your thirst.
Лимонад Грушевый твист 400 мл,Лимонад Грушевый твист 400 мл,,Алмұрт твист лимонады 400 мл,,Pear Twist Lemonade 400 ml,
Лимонад Ягодный сорбет 900 мл,Лимонад Ягодный сорбет 900 мл,,Жидек сорбеті лимонады 900 мл,,Berry Sorbet Lemonade 900 ml,
Schweppes 450 мл,Schweppes 450 мл,Классический газированный напиток с освежающим вкусом.,Schweppes 450 мл,"Газдалған классикалық сусын, сергітетін дәмімен.",Schweppes 450 ml,Classic carbonated drink with a refreshing taste.
Лимонад Ягодный сорбет 400 мл,Лимонад Ягодный сорбет 400 мл,,Жидек сорбеті лимонады 400 мл,,Berry Sorbet Lemonade 400 ml,
Тассай без газа 500 мл,Тассай без газа 500 мл,Натуральная питьевая вода для утоления жажды.,Газсыз Тассай 500 мл,Шөлді қандыру үшін табиғи ауыз су.,Tassay still 500 ml,Natural drinking water to quench your thirst.
Айс-ти Вишня-персик 900 мл,Айс-ти Вишня-персик 900 мл,Освежающий холодный чай с ягодно-фруктовыми нотками спелой вишни и сочного персика.,Айс-ти Вишня-Персик 900 мл,Шие мен шабдалының жидек-жеміс ноталарымен сергітетін салқын шай.,Iced tea Cherry-Peach 900 ml,Refreshing cold tea with berry-fruity notes of ripe cherries and juicy peaches.
Лимонад Вишневый вихрь 400 мл,Лимонад Вишневый вихрь 400 мл,,Шие құйыны лимонады 400 мл,,Cherry Whirlwind Lemonade 400 ml,
Лимонад Летняя ягода 900 мл,Лимонад Летняя ягода 900 мл,,Жазғы жидек лимонады 900 мл,,Summer Berry Lemonade 900 ml,
Red Bull 250 мл,Red Bull 250 мл,Энергетический напиток для бодрости и активного дня.,Red Bull 250 мл,"Қуаттандыратын сусын, сергектік пен белсенді күн үшін.",Red Bull 250 ml,Energy drink for energy and an active day.
Тассай с газом 250 мл,Тассай с газом 250 мл,Натуральная питьевая вода для утоления жажды.,Газды Тассай 250 мл,Шөлді қандыру үшін табиғи ауыз су.,Tassay sparkling 250 ml,Natural drinking water to quench your thirst.
Лимонад Вишневый вихрь 900 мл,Лимонад Вишневый вихрь 900 мл,,Шие құйыны лимонады 900 мл,,Cherry Whirlwind Lemonade 900 ml,
Зеленый смузи с киви и яблоком,Зеленый смузи с киви и яблоком,"Освежающий напиток с ярким вкусом киви и сочного яблока, который подарит заряд бодрости и свежести в каждый глоток.",Киви мен алма қосылған жасыл смузи,"Киви мен шырынды алманың жарқын дәмімен сергітетін сусын, әр жұтымда сергітуші әсер береді.",Green smoothie with kiwi and apple,"Refreshing drink with the bright taste of kiwi and juicy apple, giving a boost of vitality and freshness in every sip."
Лимонад Базиликовый сад 900 мл,Лимонад Базиликовый сад 900 мл,,Базилик бағы лимонады 900 мл,,Basil Garden Lemonade 900 ml,
Сок Pago 750 мл,Сок Pago 750 мл,Натуральный сок премиального качества,Pago шырыны 750 мл,Премиум сапалы табиғи шырын.,Pago Juice 750 ml,Premium-quality natural juice.
Сок Pago 1 л,Сок Pago 1 л,Натуральный сок премиального качества в компактной упаковке.,Pago шырыны 1 л,Ыңғайлы қаптамадағы премиум сапалы табиғи шырын.,Pago Juice 1 L,Premium-quality natural juice in compact packaging.
Лимонад Зеленый остров 900 мл,Лимонад Зеленый остров 900 мл,,Жасыл арал лимонады 900 мл,,Green Island Lemonade 900 ml,
Набеглави 200 мл,Набеглави 200 мл,Минеральная вода из природных источников Грузии.,Набеглави 200 мл,Грузияның табиғи көздерінен алынған минералды су.,Nabeglavi 200 ml,Mineral water from natural sources in Georgia.
Лимонад Маракуйя-Гуанабана 900 мл,Лимонад Маракуйя-Гуанабана 900 мл,,Құмарқат-гуанабана лимонады 900 мл,,Passion Fruit-Guanabana Lemonade 900 ml,
Тропический рай 400 мл,Тропический рай 400 мл,,Тропикалық жұмақ 400 мл,,Tropical Paradise 400 ml,
Chardonnay. Canti Белое,Chardonnay. Canti Белое,,Chardonnay Canti Ақ шарап,,Chardonnay Canti White Wine,
Merlot Canti 750 мл Красное,Merlot Canti 750 мл Красное,,Merlot Canti 750 мл Қызыл,,Merlot Canti 750 ml Red Wine,
"Jacob`s Creek, Sparkling -Ch-PN 750 мл Игристое","Jacob`s Creek, Sparkling -Ch-PN 750 мл Игристое",,"Jacob’s Creek, Sparkling -Ch-PN 750 мл Шампан",,"Jacob’s Creek, Sparkling -Ch-PN 750 ml Sparkling Wine",
Alamos Malbec 750 мл  Красное,Alamos Malbec 750 мл  Красное,,Alamos Malbec 750 мл Қызыл шарап,,Alamos Malbec 750 ml Red Wine,
R.M. Private Selection Pinot Noir 750 мл Красное,R.M. Private Selection Pinot Noir 750 мл Красное,,R.M. Private Selection Pinot Noir 750 мл Қызыл,,R.M. Private Selection Pinot Noir 750 ml Red Wine,
Gazela. Vinho Verde. Sogrape Белое,Gazela. Vinho Verde. Sogrape Белое,,Gazela Vinho Verde Sogrape Ақ шарап,,Gazela Vinho Verde Sogrape White Wine,
"Jacob`s Creek, Sauvignon Blanc 150 мл Белое","Jacob`s Creek, Sauvignon Blanc 150 мл Белое",,"Jacob’s Creek, Sauvignon Blanc 150 мл Ақ шарап",,"Jacob’s Creek, Sauvignon Blanc 150 ml White Wine",
Moscato Le Grand Noir Белое,Moscato Le Grand Noir Белое,,Moscato Le Grand Noir Ақ шарап,,Moscato Le Grand Noir White Wine,
Sauvignon Blanc Le Grand Noir 150 мл Белое,Sauvignon Blanc Le Grand Noir 150 мл Белое,,Sauvignon Blanc Le Grand Noir 150 мл Ақ шарап,,Sauvignon Blanc Le Grand Noir 150 ml White Wine,
"Campo Viejo, Tempranillo 150 мл Красное","Campo Viejo, Tempranillo 150 мл Красное",,Campo Viejo Tempranillo 150 мл Қызыл шарап,,Campo Viejo Tempranillo 150 ml Red Wine,
Carmenere. Bicicleta. Cono Sur 750 мл  Красное,Carmenere. Bicicleta. Cono Sur 750 мл  Красное,,Carmenere Bicicleta Cono Sur 750 мл Қызыл шарап,,Carmenere Bicicleta Cono Sur 750 ml Red Wine,
Brancott Estate Sauv Blanc 150 мл Белое,Brancott Estate Sauv Blanc 150 мл Белое,,Brancott Estate Sauv Blanc 150 мл Ақ шарап,,Brancott Estate Sauv Blanc 150 ml White Wine,
"Jacob`s Creek, Sauvignon Blanc 750 мл Белое","Jacob`s Creek, Sauvignon Blanc 750 мл Белое",,"Jacob’s Creek, Sauvignon Blanc 750 мл Ақ шарап",,"Jacob’s Creek, Sauvignon Blanc 750 ml White Wine",
Sauvignon Blanc Nuala Белое,Sauvignon Blanc Nuala Белое,,Sauvignon Blanc Nuala Ақ шарап,,Sauvignon Blanc Nuala White Wine,
Casa Carmela 750 мл Красное,Casa Carmela 750 мл Красное,,Casa Carmela 750 мл Қызыл шарап,,Casa Carmela 750 ml Red Wine,
"Campo Viejo, Cava Brut Reserva 150 мл Игристое","Campo Viejo, Cava Brut Reserva 150 мл Игристое",,Campo Viejo Cava Brut Reserva 150 мл Шампан,,Campo Viejo Cava Brut Reserva 150 ml Sparkling Wine,
IL PUMO Sauvignon Malvasia Белое,IL PUMO Sauvignon Malvasia Белое,,IL PUMO Sauvignon Malvasia Ақ шарап,,IL PUMO Sauvignon Malvasia White Wine,
Cinzano Sweet 750 мл Игристое,Cinzano Sweet 750 мл Игристое,,Cinzano Sweet 750 мл Шампан,,Cinzano Sweet 750 ml Sparkling Wine,
Gazela. Vinho Verde Rose. Sogrape 750 мл Розовое ,Gazela. Vinho Verde Rose. Sogrape 750 мл Розовое ,,Gazela Vinho Verde Rose Sogrape 750 мл Розовое шарап,,Gazela Vinho Verde Rose Sogrape 750 ml Rosé Wine,
Zinfandel Woodbridge 750 мл Красное ,Zinfandel Woodbridge 750 мл Красное ,,Zinfandel Woodbridge 750 мл Қызыл,,Zinfandel Woodbridge 750 ml Red Wine,
Cinzano Edition Rose 750 мл Игристое,Cinzano Edition Rose 750 мл Игристое,,Cinzano Edition Rose 750 мл Шампан,,Cinzano Edition Rose 750 ml Sparkling Wine,
Moet & Chandon Brut Imperial 750 мл Игристое,Moet & Chandon Brut Imperial 750 мл Игристое,,Moet & Chandon Brut Imperial 750 мл Шампан,,Moët & Chandon Brut Impérial 750 ml Sparkling Wine,
Alamos Torrontes Белое,Alamos Torrontes Белое,,Alamos Torrontes Ақ шарап,,Alamos Torrontes White Wine,
"Campo Viejo, Cava Brut Reserva 750 мл Игристое","Campo Viejo, Cava Brut Reserva 750 мл Игристое",,Campo Viejo Cava Brut Reserva 750 мл Шампан,,Campo Viejo Cava Brut Reserva 750 ml Sparkling Wine,
Kung fu girl Riesling Белое,Kung fu girl Riesling Белое,,Kung fu girl Riesling Ақ шарап,,Kung Fu Girl Riesling White Wine,
"Primitivo. Il Pumo. Cantine San Marzano 0,150 Красное","Primitivo. Il Pumo. Cantine San Marzano 0,150 Красное",,,,,
GialOro Ruggeri 750 мл Игристое,GialOro Ruggeri 750 мл Игристое,,GialOro Ruggeri 750 мл Шампан,,GialOro Ruggeri 750 ml Sparkling Wine,
Baron de Lestac Bordeaux Rouge AOC 750 мл Красное,Baron de Lestac Bordeaux Rouge AOC 750 мл Красное,,Baron de Lestac Bordeaux Rouge AOC 750 мл Қызыл шарап,,Baron de Lestac Bordeaux Rouge AOC 750 ml Red Wine,
Moet & Chandon Rose imperial 750 мл Игристое,Moet & Chandon Rose imperial 750 мл Игристое,,Moet & Chandon Rose Imperial 750 мл Шампан,,Moët & Chandon Rosé Impérial 750 ml Sparkling Wine,
San Valentin Torres Белое,San Valentin Torres Белое,,San Valentin Torres Ақ шарап,,San Valentin Torres White Wine,
Baron de Lestac Bordeaux Blanc Белое,Baron de Lestac Bordeaux Blanc Белое,,Baron de Lestac Bordeaux Blanc Ақ шарап,,Baron de Lestac Bordeaux Blanc White Wine,
Pinot Grigio. Inycon 150 мл Белое,Pinot Grigio. Inycon 150 мл Белое,,Pinot Grigio Inycon 150 мл Ақ шарап,,Pinot Grigio Inycon 150 ml White Wine,
Roche mazet Grenache Rouge 750 мл Красное,Roche mazet Grenache Rouge 750 мл Красное,,Roche Mazet Grenache Rouge 750 мл Қызыл,,Roche Mazet Grenache Rouge 750 ml Red Wine,
"Jacob`s Creek, Sparkling -Ch-PN 150 мл Игристое","Jacob`s Creek, Sparkling -Ch-PN 150 мл Игристое",,"Jacob’s Creek, Sparkling -Ch-PN 150 мл Шампан",,"Jacob’s Creek, Sparkling -Ch-PN 150 ml Sparkling Wine",
Brancott Estate Sauv Blanc 750 мл Белое,Brancott Estate Sauv Blanc 750 мл Белое,,Brancott Estate Sauv Blanc 750 мл Ақ шарап,,Brancott Estate Sauv Blanc 750 ml White Wine,
Cabernet Sauvignon. Le Grand Noir 150 мл Красное,Cabernet Sauvignon. Le Grand Noir 150 мл Красное,,Cabernet Sauvignon Le Grand Noir 150 мл Қызыл шарап,,Cabernet Sauvignon Le Grand Noir 150 ml Red Wine,
"Jacob`s Creek, Shiraz Cabernet Sauvignon 0,150 Красное","Jacob`s Creek, Shiraz Cabernet Sauvignon 0,150 Красное",,,,,
Arpeggio Rose. Settesoli розовое 750 мл,Arpeggio Rose. Settesoli розовое 750 мл,,Arpeggio Rose Settesoli 750 мл Розовое шарап,,Arpeggio Rose Settesoli 750 ml Rosé Wine,
Cinzano Prosecco Dry 750 мл Игристое,Cinzano Prosecco Dry 750 мл Игристое,,Cinzano Prosecco Dry 750 мл Шампан,,Cinzano Prosecco Dry 750 ml Sparkling Wine,
Chardonnay Le Grand Noir Белое,Chardonnay Le Grand Noir Белое,,Chardonnay Le Grand Noir Ақ шарап,,Chardonnay Le Grand Noir White Wine,
Zinfandel Rose Beringer 750 мл Розовое,Zinfandel Rose Beringer 750 мл Розовое,,Zinfandel Rose Beringer 750 мл Розовое,,Zinfandel Rose Beringer 750 ml Rosé Wine,
"Primitivo. Il Pumo. Cantine San Marzano (red) 0,750","Primitivo. Il Pumo. Cantine San Marzano (red) 0,750",,,,,
"Campo Viejo, Tempranillo 750 мл Красное","Campo Viejo, Tempranillo 750 мл Красное",,Campo Viejo Tempranillo 750 мл Қызыл шарап,,Campo Viejo Tempranillo 750 ml Red Wine,
Natureo Muscat Torres Белое,Natureo Muscat Torres Белое,,Natureo Muscat Torres Ақ шарап,,Natureo Muscat Torres White Wine,
"Jacob`s Creek, Shiraz Cabernet Sauvignon (red) 0,750","Jacob`s Creek, Shiraz Cabernet Sauvignon (red) 0,750",,,,,
Gazela. Vinho Verde Rose. Sogrape 150 мл Розовое,Gazela. Vinho Verde Rose. Sogrape 150 мл Розовое,,Gazela Vinho Verde Rose Sogrape 150 мл Розовое шарап,,Gazela Vinho Verde Rose Sogrape 150 ml Rosé Wine,
Martini Riserva Ambrato 75 мл,Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 ml,
Martini Rosso 100 мл,Martini Rosso 100 мл,,Martini Rosso 100 мл,,Martini Rosso 100 ml,
Martini Fiero 100 мл,Martini Fiero 100 мл,,Martini Fiero 100 мл,,Martini Fiero 100 ml,
Martini Bianco 100 мл,Martini Bianco 100 мл,,Martini Bianco 100 мл,,Martini Bianco 100 ml,
Martini Riserva Rubino 75 мл,Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 ml,
Martini Riserva Bitter 75 мл,Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 ml,
Martini Extra Dry 100 мл,Martini Extra Dry 100 мл,,Martini Extra Dry 100 мл,,Martini Extra Dry 100 ml,
Хлеб тартин 80 гр,Хлеб тартин 80 гр,,Тартин наны 80 гр,,Tartine Bread 80 g,
Хлеб Чиабатта 120 гр,Хлеб Чиабатта 120 гр,,Чиабатта наны 120 гр,,Ciabatta Bread 120 g,
Four Roses Original 50 мл,Four Roses Original 50 мл,,Four Roses Original 50 мл,,Four Roses Original 50 ml,
The Glenlivet Founders Reserve 50 мл,The Glenlivet Founders Reserve 50 мл,,The Glenlivet Founders Reserve 50 мл,,The Glenlivet Founder’s Reserve 50 ml,
Chivas Regal 15 YO 50 мл,Chivas Regal 15 YO 50 мл,,Chivas Regal 15 YO 50 мл,,Chivas Regal 15 YO 50 ml,
Chivas Regal 18 YO 50 мл,Chivas Regal 18 YO 50 мл,,Chivas Regal 18 YO 50 мл,,Chivas Regal 18 YO 50 ml,
Jameson 50 мл,Jameson 50 мл,,Jameson 50 мл,,Jameson 50 ml,
The Glenlivet 15 YO 50 мл,The Glenlivet 15 YO 50 мл,,The Glenlivet 15 YO 50 мл,,The Glenlivet 15 YO 50 ml,
Jameson Crested 50 мл,Jameson Crested 50 мл,,Jameson Crested 50 мл,,Jameson Crested 50 ml,
Chivas 12 YO 50 мл,Chivas 12 YO 50 мл,,Chivas 12 YO 50 мл,,Chivas 12 YO 50 ml,
Ballantines 7 YO 50 мл,Ballantines 7 YO 50 мл,,Ballantine’s 7 YO 50 мл,,Ballantine’s 7 YO 50 ml,
Four Roses Small Batch 50 мл,Four Roses Small Batch 50 мл,,Four Roses Small Batch 50 мл,,Four Roses Small Batch 50 ml,
Jameson Stout Edition 50 мл,Jameson Stout Edition 50 мл,,Jameson Stout Edition 50 мл,,Jameson Stout Edition 50 ml,
Jameson Orange 50 мл,Jameson Orange 50 мл,,Jameson Orange 50 мл,,Jameson Orange 50 ml,
THE Glenlivet 12 YO 50 мл,THE Glenlivet 12 YO 50 мл,,THE Glenlivet 12 YO 50 мл,,The Glenlivet 12 YO 50 ml,
Ballantines finest 50 мл,Ballantines finest 50 мл,,Ballantine’s Finest 50 мл,,Ballantine’s Finest 50 ml,
Jameson Black Barrel 50 мл,Jameson Black Barrel 50 мл,,Jameson Black Barrel 50 мл,,Jameson Black Barrel 50 ml,
Martel V.S.O.P 50 мл,Martel V.S.O.P 50 мл,,Martell V.S.O.P 50 мл,,Martell V.S.O.P 50 ml,
Martell V.S 50 мл,Martell V.S 50 мл,,Martell V.S 50 мл,,Martell V.S 50 ml,
Арарат Cherry / Apricot 50 мл,Арарат Cherry / Apricot 50 мл,,Арарат Cherry / Apricot 50 мл,,Ararat Cherry / Apricot 50 ml,
Арарат 5 YO 50 мл,Арарат 5 YO 50 мл,,Арарат 5 YO 50 мл,,Ararat 5 YO 50 ml,
Арарат 10 YO Ахтамар,Арарат 10 YO Ахтамар,,Арарат 10 YO Ахтамар,,Ararat 10 YO Akhtamar,
Арарат 7 YO 50 мл,Арарат 7 YO 50 мл,,Арарат 7 YO 50 мл,,Ararat 7 YO 50 ml,
Рамен с телятиной,Рамен с телятиной,"Насыщенный бульон с телятиной, корейской лапшой, грибами и шпинатом, дополненный кунжутом и маринованным имбирем",Телятина рамені,"Қанық бульон телятинмен, корей лапшасымен, саңырауқұлақтармен және шпинатпен, кунжут және маринадталған имбирьмен толықтырылған.",Veal ramen,"Rich broth with veal, Korean noodles, mushrooms, and spinach, complemented by sesame and pickled ginger."
Рамен с курицей,Рамен с курицей,"Ароматный бульон с курицей, корейской лапшой, грибами и шпинатом, украшенный кунжутом и маринованным имбирем",Тауық рамені,"Хош иісті бульон тауық етімен, корей лапшасымен, саңырауқұлақтармен және шпинатпен, кунжут және маринадталған имбирьмен безендірілген.",Chicken ramen,"Aromatic broth with chicken, Korean noodles, mushrooms, and spinach, garnished with sesame and pickled ginger."
Чечевичный суп,Чечевичный суп,Чечевичный суп с отварными овощами,Жаңғақ сорпасы,"Тамаққашық чечевица сорпасы, пісірілген көкөністермен",Lentil soup,Lentil soup with boiled vegetables
Том Ям с морепродуктами,Том Ям с морепродуктами,Пикантный Том Ям с морепродуктами,Том Ям теңіз өнімдерімен,Ащы Том Ям теңіз өнімдерімен,Tom Yum with seafood,Spicy Tom Yum with seafood
Куриный суп с лапшой,Куриный суп с лапшой,Нежный куриный суп с домашней лапшой,Тауық еті бар лапша сорпасы,Нәзік тауық сорпасы үйдегі лапшамен,Chicken noodle soup,Tender chicken soup with homemade noodles
Сэндвич с цыпленком,Сэндвич с цыпленком,,Тауық еті бар сэндвич,,Chicken Sandwich,
Бургер телятина,Бургер телятина,,Бұзау етінен бургер,,Veal Burger,
Ванильное мороженое (1 шарик),Ванильное мороженое (1 шарик),,Ванильді балмұздақ (1 шар),,Vanilla Ice Cream (1 scoop),
Фисташковое мороженое (1 шарик),Фисташковое мороженое (1 шарик),,Фисташкалы балмұздақ (1 шар),,Pistachio Ice Cream (1 scoop),
Клубничное мороженое (1 шарик),Клубничное мороженое (1 шарик),,Құлпынай балмұздағы (1 шар),,Strawberry Ice Cream (1 scoop),
Шоколадное мороженое (1 шарик),Шоколадное мороженое (1 шарик),,Шоколадты балмұздақ (1 шарик),,Chocolate Ice Cream (1 scoop),
Havana Club Cuban Spiced 50 мл,Havana Club Cuban Spiced 50 мл,,Havana Club Cuban Spiced 50 мл,,Havana Club Cuban Spiced 50 ml,
Havana Club 3 YO 50 мл,Havana Club 3 YO 50 мл,,Havana Club 3 YO 50 мл,,Havana Club 3 YO 50 ml,
Havana Club 7 YO 50 мл,Havana Club 7 YO 50 мл,,Havana Club 7 YO 50 мл,,Havana Club 7 YO 50 ml,
Bumbu XO 50 мл,Bumbu XO 50 мл,,Bumbu XO 50 мл,,Bumbu XO 50 ml,
Спагетти с тигровыми креветками,Спагетти с тигровыми креветками,Спагетти с сочными креветками в нежном томатно-сливочном соусе с каперсами и оливками.,Жолбарыс асшаян қосылған спагетти,"Томатты-қаймақты соусқа каперстер мен зәйтүндермен қоса, шырынды асшаяндармен дәмделген спагетти.",Spaghetti with Tiger Shrimp,Spaghetti with juicy shrimp in a delicate tomato-cream sauce with capers and olives.
Паста Фетучини,Паста Фетучини,Фетучини с обжаренной куриной грудкой и шампиньонами под тертым Пармезаном,Фетучини пастасы,"Қуырылған тауық еті мен саңырауқұлақтары бар фетучини, үгітілген пармезанмен толықтырылған",Fettuccine Pasta,"Fettuccine with sautéed chicken breast and mushrooms, topped with grated Parmesan"
Спагетти Болоньезе,Спагетти Болоньезе,Спагетти из твердых сортов пшеницы под соусом Болоньезе,Спагетти Болоньезе,Қатты бидай ұнынан жасалған спагетти Болоньезе тұздығымен.,Spaghetti Bolognese,Durum wheat spaghetti with Bolognese sauce.
Пицца Маргарита,Пицца Маргарита,Маргарита с моцареллой и свежим базиликом под тертым пармезаном,Маргарита пицца,"Маргарита пиццасы моцарелла мен жаңа базиликпен, үстіне үгітілген пармезан",Margherita pizza,"Margherita pizza with mozzarella and fresh basil, topped with grated parmesan"
