needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Куриный шницель,Куриный шницель,"Сочный куриный шницель в хрустящей золотистой панировке — классика, покоряющая своим простым, но безупречным вкусом.",Тауық шницелі,"Шырынды тауық шницелі қытырлақ алтын түстес панировкада – қарапайым, бірақ мінсіз дәмімен баурап алатын классика.",Chicken schnitzel,Juicy chicken schnitzel in a crispy golden breadcrumb coating – a classic that captivates with its simple yet flawless taste.
Медальоны из телятины с картофельным пюре,Медальоны из телятины с картофельным пюре,,Картоп пюресі қосылған бұзау медальондары,,Veal medallions with mashed potatoes,
Курица Карри,Курица карри,,Тауық карри,,Chicken curry,
Томленое ребро с гречкой и грибами,Томленое ребро с гречкой и грибами,,Қарақұмық пен саңырауқұлақ қосылған баяу пісірілген қабырға,,Braised rib with buckwheat and mushrooms,
Судак в хрустящем кляре с картофельным пюре и гремолатта,Судак в хрустящем кляре с картофельным пюре и гремолатта,,"Қытырлақ қамырдағы көксерке балығы, картоп пюресі және гремолатта",,Crispy pike perch with mashed potatoes and gremolata,
Стейк из индейки,Стейк из индейки,,Күркетауық стейкі,,Turkey steak,
Хрустящие крылышки в паназиатском соусе,Хрустящие крылышки в паназиатском соусе,,Паназиялық соус қосылған қытырлақ тауық қанаттары,,Crispy wings in pan-Asian sauce,
Эклеры,Эклеры,,Эклерлер,,Eclairs,
Десерт Медовик,Десерт Медовик,,Медовик десерті,,Honey cake,
Десерт Наполеон,Десерт Наполеон,,Наполеон десерті,,Napoleon cake,
Десерт Сникерс,Десерт Сникерс,,Сникерс десерті,,Snickers dessert,
Меренговый рулет,Меренговый рулет,,Меренг рулеті,,Meringue roll,
Чизкейк Сан-Себастьян ,Чизкейк Сан-Себастьян ,,Сан-Себастьян чизкейкі,,San Sebastian cheesecake,
Трайфл Тирамису,Трайфл Тирамису,,Тирамису трайфлы,,Tiramisu trifle,
Десерт Анна Павлова,Десерт Анна Павлова,,Анна Павлова десерті,,Anna Pavlova dessert,
Мокко,Мокко,,Мокко,,Mocha,
Молочная девочка,Молочная девочка,,Сүтті қыз,,Milk girl cake,
Боул с креветкой,Боул с креветкой,,Асшаян қосылған боул,,Bowl with shrimp,
Боул с лососем,Боул с лососем,,Лосось қосылған боул,,Bowl with salmon,
"Боул с цыпленком, ананасом и авокадо","Боул с цыпленком, ананасом и авокадо",,"Тауық, ананас және авокадо қосылған боул",,"Bowl with chicken, pineapple, and avocado",
Томатный суп с томленым мясом и нутом,Томатный суп с томленым мясом и нутом,,Баяу пісірілген ет пен ноқат қосылған томат сорпасы,,Tomato soup with braised meat and chickpeas,
Чечевичный суп Карри с курицей,Чечевичный суп карри с курицей,"Насыщенный пряный суп с сочной курицей, нежной чечевицей и ароматом карри, создающий уют и восточное настроение.",Тауық қосылған карри жасымық сорпасы,"Бай әрі ащы сорпа, шырынды тауық еті, нәзік бұршақ және карри хош иісімен, жайлылық пен шығыс көңіл-күйін сыйлайды.",Curry lentil soup with chicken,"Rich and spicy soup with juicy chicken, tender lentils, and the aroma of curry, creating a cozy and Eastern vibe."
Сырный суп с охотничьими колбасками,Сырный суп с охотничьими колбасками,"Традиционный вкусный и ароматный, насыщенный и густой сырный суп — настоящее лакомство со сливочными и пряными нотками.",Аңшылық шұжықтары қосылған ірімшік сорпасы,"Дәстүрлі, дәмді және хош иісті, бай және қою ірімшік сорпасы – кремді және ащы ноталармен нағыз дәмді тағам.",Cheese soup with hunter sausages,"Traditional, tasty, and aromatic, rich and thick cheese soup – a real treat with creamy and spicy notes."
Куриный суп с кабачками и Орзо,Куриный суп с кабачками и орзо,,Кабачки мен орзо қосылған тауық сорпасы,,Chicken soup with zucchini and orzo,
Пельмени домашние с бульоном,Пельмени домашние с бульоном,"Сочные домашние пельмени, поданные в ароматном бульоне, согревают душу и дарят вкус уюта.",Үй пельмендері сорпамен,"Шырынды үйде жасалған пельменьдер, хош иісті сорпада ұсынылып, жанды жылытады және жайлылықтың дәмін сыйлайды.",Homemade dumplings with broth,"Juicy homemade dumplings served in aromatic broth, warming the soul and bringing a taste of comfort."
Салат свежий с муссом из сыром Фета,Салат свежий с муссом и сыром фета,,Фета ірімшігі мен мусс қосылған балғын салат,,Fresh salad with mousse and feta cheese,
Микс зелени с лососем и авокадо,Микс зелени с лососем и авокадо,,Лосось пен авокадо қосылған көк шөп миксі,,Mixed greens with salmon and avocado,
Цезарь с соусом из тунца,Цезарь с соусом из тунца,"Легендарный салат с сочной куриной грудкой, хрустящими листьями Романо, золотистыми крутонами, ароматным пармезаном и фирменным соусом — гармония вкусов в каждом кусочке.",Тунец соусы қосылған Цезарь,"Аңызға айналған салат, шырынды тауық еті, қытырлақ Романо жапырақтары, алтын түстес крутонилер, хош иісті пармезан және фирмалық соуспен – әрбір қасықта дәмдердің үйлесімі.",Caesar with tuna sauce,"Legendary salad with juicy chicken breast, crispy Romano lettuce, golden croutons, aromatic Parmesan, and signature dressing – a harmony of flavors in every bite."
Салат с ростбифом,Салат с ростбифом,,Ростбиф қосылған салат,,Salad with roast beef,
Микс зелени с копченной говядиной,Микс зелени с копченой говядиной,,Копчёная сиыр еті қосылған көк шөп миксі,,Mixed greens with smoked beef,
Салат с хрустящимим баклажанами,Салат с хрустящими баклажанами,,Қытырлақ баклажан қосылған салат,,Salad with crispy eggplant,
Салат с креветками,Салат с креветками,,Асшаян қосылған салат,,Salad with shrimp,
Картофельное пюре,Картофельное пюре,,Картоп пюресі,,Mashed potatoes,
Картофельные стики,Картофельные стики,,Картоп таяқшалары,,Potato sticks,
Рис (гарнир),Рис (гарнир),,Күріш (гарнир),,Rice (side dish),
Батат с пармезаном и сырным соусом,Батат с пармезаном и сырным соусом,,Батат пармезан мен ірімшік соусымен,,Sweet potato with parmesan and cheese sauce,
Молодой картофель,Молодой картофель,,Жас картоп,,Young potatoes,
Хлеб (порция),Хлеб (порция),,Нан (порция),,Bread (portion),
Айс - Ти Жасмин Лимон 400 мл,Айс-ти Жасмин-лимон 400 мл,,Айс-ти Жасмин-лимон 400 мл,,Iced tea jasmine-lemon 400 ml,
Лимонад Яблоко- клюква 400мл,Лимонад Яблоко-клюква 400мл,,Лимонад алма-мүкжидек 400 мл,,Apple-cranberry lemonade 400 ml,
Лимонад Вишня- лаванда- лайм 400 мл,Лимонад Вишня-лаванда-лайм 400 мл,,Лимонад шие-лаванда-лайм 400 мл,,Cherry-lavender-lime lemonade 400 ml,
Мохито б/а 400мл,Мохито б/а 400мл,,Мохито б/а 400 мл,,Virgin mojito 400 ml,
Лимонад Маракуя- манго 400мл,Лимонад Маракуйя-манго 400мл,,Лимонад маракуйя-манго 400 мл,,Passion fruit-mango lemonade 400 ml,
Лимонад Брусника груша 400 мл,Лимонад Брусника-груша 400 мл,,Лимонад мүкжидек-алмұрт 400 мл,,Lingonberry-pear lemonade 400 ml,
Лимонад Малина апельсин 400мл,Лимонад Малина-апельсин 400мл,,Лимонад таңқурай-апельсин 400 мл,,Raspberry-orange lemonade 400 ml,
Лимонад Земляника садовая киви 400мл,Лимонад Земляника-киви 400мл,,Лимонад құлпынай-киви 400 мл,,Wild strawberry-kiwi lemonade 400 ml,
Айс - Ти Персик Манго 400 мл,Айс-ти Персик-манго 400 мл,,Айс-ти шабдалы-манго 400 мл,,Iced tea peach-mango 400 ml,
Каша пшеная,Каша пшенная,"Рассыпчатая и нежная пшённая каша на молоке с лёгкой сладостью — тёплый и сытный завтрак, наполненный уютом.",Бидай ботқасы,"Ұсақ және нәзік сүтті тары каша жеңіл тәттілігімен — жылулық пен тойымды таңғы ас, жайлылыққа толы.",Millet porridge,Fluffy and tender millet porridge made with milk and a light sweetness – a warm and hearty breakfast filled with comfort.
Креп сюзет,Креп сюзет,,Креп Сюзет,,Crêpe Suzette,
Блины классические со сметаной и джемом,Блины классические со сметаной и джемом,"Тонкие, румяные блины с нежным сливочным вкусом — идеальная классика для уютного завтрака.",Классикалық құймақ қаймақ пен джеммен,"Жіңішке, алтын түстес блини нәзік кремді дәмімен – жайлы таңғы ас үшін мінсіз классика.",Classic pancakes with sour cream and jam,"Thin, golden-brown pancakes with a delicate creamy flavor – the perfect classic for a cozy breakfast."
Пончики с рикоттой и кремом из вареной сгущенки,Пончики с рикоттой и кремом из вареной сгущенки,,Рикотта мен қайнатылған қоюландырылған сүт кремі қосылған пончиктер,,Ricotta doughnuts with caramelized condensed milk cream,
Блин с бананом и нутелой,Блин с бананом и нутеллой,,Банан мен нутелла қосылған құймақ,,Pancake with banana and Nutella,
Панкейки классические,Панкейки классические,"Пышные панкейки с хрустящей корочкой подаются с клубникой, шоколадным соусом и сахарной пудрой, создавая идеальное сочетание сладости и свежести.",Классикалық панкейктер,"Жұмсақ панкейктер қытырлақ қыртыспен, таңқурай, шоколадты соус және қант ұнтағымен бірге беріледі, бұл тәттілік пен жаңа дәмнің мінсіз үйлесімін жасайды.",Classic pancakes,"Fluffy pancakes with a crispy crust, served with strawberries, chocolate sauce, and powdered sugar, creating the perfect balance of sweetness and freshness."
Каша злаковая,Каша злаковая,"Питательная и сбалансированная злаковая каша, наполненная естественной сладостью зёрен и лёгкими молочными нотками, подарит тепло и энергию на весь день.",Дәнді ботқа,"Тамақтануға пайдалы және теңдестірілген дәнді дақылдардан жасалған каша, дәндердің табиғи тәттілігімен және жеңіл сүтті ноталарымен толыққан, бүкіл күнге жылулық пен энергия береді.",Multigrain porridge,"A nourishing and balanced grain porridge, filled with the natural sweetness of the grains and light creamy notes, offering warmth and energy for the entire day."
Каша рисовая,Каша рисовая,"Нежная рисовая каша на молоке с бархатистой текстурой, подаётся с топпингами на ваш выбор для создания идеального завтрака.",Күріш ботқасы,"Нәзік сүтті күріш каша, бархаттай жұмсақ текстурасымен, таңғы ас үшін мінсіз үйлесімді жасау үшін қалауыңыз бойынша тұздықтармен беріледі.",Rice porridge,"Tender rice porridge made with milk and a velvety texture, served with toppings of your choice to create the perfect breakfast."
Сырники с иримшиком,Сырники с иримшиком,"Нежные сырники из иримшика с хрустящей корочкой подаются с карамелизированными персиками, создавая гармоничное сочетание сливочной мягкости и фруктовой сладости.",Ірімшікпен дайындалған сырниктер,"Нәзік ірімшікпен дайындалған сырниктер қытырлақ қыртыспен, карамелденген шабдалымен бірге беріледі, бұл кремді жұмсақтық пен жемістің тәттілігінің үйлесімді бірлігі.",Cheesecakes with irimshik,"Tender cottage cheese pancakes with a crispy crust, served with caramelized peaches, creating a harmonious blend of creamy softness and fruity sweetness."
Сэндвич с копченым цыпленком и картофельным стиком,Сэндвич с копченым цыпленком и картофельным стиком,"Сочный сэндвич с нежным цыплёнком на гриле, свежими овощами и ароматным соусом — сытный и удобный перекус с классической историей.",Копчёная тауық пен картоп таяқшалары қосылған сэндвич,"Сұйық сэндвич, нәзік грильде пісірілген балапан, жаңа көкөністер және хош иісті соуспен – тойымды және ыңғайлы тағам, классикалық тарихымен.",Sandwich with smoked chicken and potato stick,"Juicy sandwich with tender grilled chicken, fresh vegetables, and a flavorful sauce – a satisfying and convenient snack with a classic story."
Сэндвич с копченой говядиной и картофельным стиком,Сэндвич с копченой говядиной и картофельным стиком,,Копчёная сиыр еті мен картоп таяқшалары қосылған сэндвич,,Sandwich with smoked beef and potato stick,
Сырный сэндвич с ветчиной и пармезаном,Сырный сэндвич с ветчиной и пармезаном,,Ветчина мен пармезан қосылған ірімшік сэндвичі,,Cheese sandwich with ham and parmesan,
"Сэндвич с ветчиной, сыром и нежным взбитым яйцом","Сэндвич с ветчиной, сыром и нежным взбитым яйцом",,"Ветчина, ірімшік және нәзік шайқалған жұмыртқа қосылған сэндвич",,"Sandwich with ham, cheese, and soft whipped egg",
Шакшука с сыром моцарелла,Шакшука с сыром моцарелла,,Моцарелла ірімшігі қосылған шакшука,,Shakshuka with mozzarella,
Сытный завтрак с сыром халуми и яйцом,Сытный завтрак с сыром халуми и яйцом,,Халуми ірімшігі мен жұмыртқа қосылған нәрлі таңғы ас,,Hearty breakfast with halloumi cheese and egg,
Скрэмбл с ветчиной,Скрэмбл с ветчиной,,Ветчина қосылған скрэмбл,,Scramble with ham,
Сытный завтрак с лососем,Сытный завтрак с лососем,,Лосось қосылған нәрлі таңғы ас,,Hearty breakfast with salmon,
Фирменный завтрак &Milk ,Фирменный завтрак &Milk ,,Фирмалық таңғы ас &Milk,,Signature breakfast &Milk,
Завтрак с ростбифом,Завтрак с ростбифом,,Ростбиф қосылған таңғы ас,,Breakfast with roast beef,
"Завтрак с цыпленком, йогуртом и лепешкой","Завтрак с цыпленком, йогуртом и лепешкой","Нежный маринованный цыплёнок на томатной подушке, подаётся с яйцами всмятку, свежей питой, гуакамоле, йогуртовым соусом и миксом салата с черри.","Тауық, йогурт және лепешка қосылған таңғы ас","Нәзік маринадталған балапан қызанақ тұздығының негізінде, жұмсақ пісірілген жұмыртқалар, жаңа піскен пита, гуакамоле, йогурт соусы және шие қызанағымен араласқан салатпен бірге беріледі.","Breakfast with chicken, yogurt, and flatbread","Tender marinated chicken on a tomato base, served with soft-boiled eggs, fresh pita, guacamole, yogurt sauce, and a mix of salad with cherry tomatoes."
Круассан с копченным цыпленком,Круассан с копченным цыпленком,,Копчёная тауық қосылған круассан,,Croissant with smoked chicken,
Сытный завтрак с маринованным цыпленком,Сытный завтрак с маринованным цыпленком,,Маринадталған тауық қосылған нәрлі таңғы ас,,Hearty breakfast with marinated chicken,
Омлет 3 сыра,Омлет 3 сыра,"Нежный омлет, приготовленный из свежих яиц, с сочетанием трёх видов сыра, создающих насыщенный и кремовый вкус.",Үш ірімшікті омлет,"Нәзік омлет, жаңа жұмыртқалардан дайындалып, үш түрлі ірімшіктің үйлесімімен бай әрі кремді дәмге ие.",Three-cheese omelet,"A delicate omelette made from fresh eggs, with a combination of three types of cheese, creating a rich and creamy flavor."
Сытный завтрак с ветчиной и яйцом,Сытный завтрак с ветчиной и яйцом,,Ветчина мен жұмыртқа қосылған нәрлі таңғы ас,,Hearty breakfast with ham and egg,
Шакшука с томленной говядиной,Шакшука с томленой говядиной,"Яйца, жаренные в ароматном томатном соусе с острой паприкой, луком и специями, дополненные томлёной говядиной.",Баяу пісірілген сиыр еті қосылған шакшука,"Жұпар иісті қызанақ тұздығында ащы паприка, пияз және дәмдеуіштермен қуырылған жұмыртқа, баяу бұқтырылған сиыр етінің үйлесімі.",Shakshuka with braised beef,"Eggs fried in a fragrant tomato sauce with spicy paprika, onions, and spices, complemented by slow-cooked beef."
Завтрак Бенедикт с лососем,Завтрак Бенедикт с лососем,"Нежное яйцо пашот на подрумяненном тосте с слабосоленым лососем, покрытое бархатистым соусом — элегантное сочетание вкусов в каждом кусочке.",Лосось қосылған Бенедикт таңғы асы,"Жұмсақ пашот жұмыртқасы қытырлақ тосттың үстінде аз тұздалған лососьпен үйлесіп, барқыттай тұздықпен көмкерілген – әр тілімінде талғам мен үйлесімнің көрінісі.",Benedict breakfast with salmon,"A delicate poached egg on a crispy toast with lightly salted salmon, covered in a velvety sauce – an elegant harmony of flavors in every bite."
Гречневая каша с грибами и яйцом,Гречневая каша с грибами и яйцом,,Саңырауқұлақ пен жұмыртқа қосылған қарақұмық ботқасы,,Buckwheat porridge with mushrooms and egg,
Крок Мадам,Крок Мадам,"Традиционный французский горячий сэндвич с хрустящим хлебом, ветчиной, сыром и яйцом-глазуньей.",Крок Мадам,"Дәстүрлі француздық ыстық сэндвич, қытырлақ нанмен, ветчинамен, ірімшікпен және күн көзінде пісірілген жұмыртқамен.",Croque Madame,"A traditional French hot sandwich with crispy bread, ham, cheese, and a sunny-side-up egg."
Завтрак с лососем и гуакамоле с питой,Завтрак с лососем и гуакамоле с питой,,Лосось пен гуакамоле қосылған питадағы таңғы ас,,Breakfast with salmon and guacamole with pita,
Круассан с индейкой,Круассан с индейкой,,Күркетауық қосылған круассан,,Croissant with turkey,
Круассан с лососем,Круассан с лососем,"Хрустящий круассан с лососем гравлакс, сливочным сыром и свежим миксом салата.",Лосось қосылған круассан,"Қытырлақ круассан гравлакс лососымен, кремді ірімшікпен және жаңа салат қоспасымен.",Croissant with salmon,"Crispy croissant with gravlax salmon, cream cheese, and a fresh mix of salad."
"Блин с цыпленком, грибами и сыром","Блин с цыпленком, грибами и сыром",,"Тауық, саңырауқұлақ және ірімшік қосылған құймақ",,"Pancake with chicken, mushrooms, and cheese",
Скрембл с лососем и авокадо,Скрэмбл с лососем и авокадо,"Комплексный завтрак с лососем гравлакс, скремблом из трёх яиц, свежими огурцами, авокадо и миксом салата.",Лосось пен авокадо қосылған скрэмбл,"Гравлакс лососімен, үш жұмыртқадан дайындалған скремблмен, жаңа қиярмен, авокадомен және салат қоспасымен толыққанды таңғы ас.",Scramble with salmon and avocado,"A complete breakfast with gravlax salmon, scrambled eggs from three eggs, fresh cucumbers, avocado, and a mix of salad."
"Соки PAGO 1,0L",Сок Pago 1 л,,Pago шырыны 1 л,,Pago juice 1 L,
"Вода MIGLIOR Б/Г 0,5",Вода Miglior б/г 500 мл,,Miglior табиғи су б/г 500 мл,,Miglior still water 500 ml,
"Набеглави 0,2",Набеглави 200 мл,,Набеглави 200 мл,,Nabeglavi 200 ml,
Чайный гриб KOMBUCHA,Чайный гриб Kombucha,,Kombucha шай саңырауқұлағы,,Kombucha,
"Соки Noyan 0,75",Соки Noyan 750 мл,,Noyan шырындары 750 мл,,Noyan juices 750 ml,
"Природная Вода Tassay 0,75",Природная вода Tassay 750 мл,,Tassay табиғи суы 750 мл,,Tassay natural water 750 ml,
"Природная Вода Tassay 0,5",Природная вода Tassay 500 мл,,Tassay табиғи суы 500 мл,,Tassay natural water 500 ml,
"Вода MIGLIOR Б/Г 0,7 насыщенная кислородом","Вода Miglior б/г 700 мл, насыщенная кислородом",,Оттегімен байытылған Miglior табиғи су б/г 700 мл,,"Miglior still water 700 ml, oxygen-enriched",
RED BULL,Red Bull,,Red Bull,,Red Bull,
"Coca-Cola, Fanta, Sprite, Zero 0,25","Coca-Cola, Fanta, Sprite, Zero 250 мл",,"Coca-Cola, Fanta, Sprite, Zero 250 мл",,"Coca-Cola, Fanta, Sprite, Zero 250 ml",
"Вода MIGLIOR С/Г 0,7",Вода Miglior с/г 750 мл,,Miglior табиғи су с/г 750 мл,,Miglior sparkling water 750 ml,
"Соки PAGO 0,2",Сок Pago 200 мл,,Pago шырыны 200 мл,,Pago juice 200 ml,
"Боржоми 0,33",Боржоми 330 мл,,Боржоми 330 мл,,Borjomi 330 ml,
"Природная Вода Tassay 0,250",Природная Вода Tassay 250 мл,,Tassay табиғи суы 250 мл,,Tassay natural water 250 ml,
"Вода MIGLIOR Б/Г 0,250",Вода Miglior б/г 250 мл,,Miglior табиғи су б/г 250 мл,,Miglior still water 250 ml,
Тоник SCHWEPPES,Тоник Schweppes,,Schweppes тонигі,,Schweppes tonic,
"Соки Noyan 0,25",Сок Noyan 250 мл,,Noyan шырыны 250 мл,,Noyan juice 250 ml,
Паста Альфредо,Паста Альфредо,,Альфредо пастасы,,Alfredo pasta,
Спагетти с креветками в томатном соусе и базеликом,Спагетти с креветками в томатном соусе и базиликом,Спагетти с сочными креветками в ароматном томатном соусе с базиликом и тёртым сыром.,"Асшаян қосылған, томат соусы мен базиликпен дайындалған спагетти","Спагетти шырынды креветкелермен хош иісті томат соусында, базилик пен үгітілген ірімшікпен.",Spaghetti with shrimp in tomato sauce and basil,Spaghetti with juicy shrimp in a fragrant tomato sauce with basil and grated cheese.
Паста с томленной говядиной,Паста с томленой говядиной,"Нежная паста с томлёной говядиной в насыщенном томатном соусе — сытное и гармоничное блюдо, которое покорит вас с первого укуса.",Баяу пісірілген сиыр еті қосылған паста,"Нәзік паста, томаланып піскен сиыр етімен бай томат соусында – тоқ әрі үйлесімді тағам, бірінші қасықтан-ақ сізді баурап алады.",Pasta with braised beef,Tender pasta with braised beef in a rich tomato sauce – a hearty and harmonious dish that will captivate you from the first bite.
Паста казаречи с томленным мясом томатами и шпинатом,"Паста казаречи с томленым мясом, томатами и шпинатом",,"Казареччи пастасы, баяу пісірілген ет, томат және шпинатпен",,"Casarecce pasta with braised meat, tomatoes, and spinach",
